player_id,shortName,position,birthDate,height,countryId,meta_status,meta_duels,meta_skills,meta_average,meta_defence,meta_passing,meta_physical,meta_shooting,meta_matchLink,meta_videoLink,meta_jerseyNumber,team_id,team_name,image_url
71354,Gustavo Rocha,goalkeeper,2002-07-04,193.0,17.0,,77,,81,,,,,https://youtu.be/cgnA5pkU_IM,https://youtu.be/WGp9vy0g5ZE,327,166,FC Real Elite,https://kingsleague-cdn.kama.football/account/production/player/3336c2d4-0aa4-4bce-8d70-effb074bf150/539119399.png
71684,João Fenato,midfielder,1997-09-24,177.0,17.0,,68,71,72,68,69,77,74,https://youtu.be/W6xuMNGXU34,https://youtu.be/5_VSlccgH5M,215,166,FC Real Elite,https://kingsleague-cdn.kama.football/account/production/player/e650efe1-e638-4553-97f1-172e2b954709/624736301.png
71735,Gabriel Lisboa,midfielder,1996-05-20,175.0,17.0,,72,65,72,76,68,78,70,https://youtu.be/W6xuMNGXU34,https://youtu.be/fHW7WUGWEiY,73,166,FC Real Elite,https://kingsleague-cdn.kama.football/account/production/player/0e43bb00-2704-4d69-b436-55ca9de21e02/78584432.png
78040,Juninho Antunes,midfielder,1996-12-05,170.0,17.0,Wildcard,,,,,,,,,,,166,FC Real Elite,https://kingsleague-cdn.kama.football/account/production/player/ed3e5120-14c2-4b33-93cf-4aaf5a1ec6d5/505164527.png
34619,Barata,goalkeeper,1998-07-07,183.0,17.0,Wildcard,,,,,,,,,,,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/56b4c4ef-be9b-4ac5-8b0d-4378c8b5e224/274086561.png
68038,Victor Florio,defender,2003-12-05,185.0,17.0,,77,71,79,89,82,77,76,https://youtu.be/gPmmx78lJmA,https://youtu.be/-5I97SPvEF8,163,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/2b4ba57a-3be7-4d2b-acbf-56d0e30880fd/892972331.png
68132,Yan,defender,1993-11-23,180.0,17.0,,78,68,79,88,78,84,73,https://youtu.be/gPmmx78lJmA,https://youtu.be/OnwzswE-5EI,16,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/c38ecf2e-bbe5-41d8-8d10-e648c479dca8/753544535.png
68215,GB Medeiros,defender,1995-11-03,176.0,17.0,,80,70,79,83,79,80,77,https://youtu.be/gPmmx78lJmA,https://youtu.be/MzvturSpkp0,153,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/11c8a847-fe51-4d63-9045-b9a8a58cfd06/329460503.png
69196,Brinquinho,forward,1995-02-24,175.0,17.0,,75,75,77,71,79,78,81,https://youtu.be/pyrJOtXKH0g,https://youtu.be/pkLUn-bQTCA,172,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/3dea809e-fe58-45bc-91dd-3618e3397cf8/295133959.png
69852,João Nardi,defender,1999-08-02,185.0,17.0,,84,70,79,86,78,76,75,https://youtu.be/pyrJOtXKH0g,https://youtu.be/-AEtGxzxrxQ,30,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/79c7e0fa-7a0c-4527-9e10-9b885e4e924f/39968329.png
70120,Maicon,defender,1998-04-02,183.0,17.0,,80,78,81,88,83,82,73,https://youtu.be/gPmmx78lJmA,https://youtu.be/3_-mEIwkkeE,13,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/39fc4e1a-e6d6-4b51-a21d-329f539c467a/918237980.png
70721,Vitinho,midfielder,1991-02-20,170.0,17.0,,77,79,79,79,81,79,74,https://youtu.be/Yv579-6_SVw,https://youtu.be/DkOxFszdFYk,192,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/74a6b93c-bd90-4b7c-869a-5f2b34a84d69/572619273.png
71330,Henry Japa,midfielder,1988-05-23,170.0,17.0,,74,78,75,78,77,75,74,https://youtu.be/cgnA5pkU_IM,https://youtu.be/srEA7Wer7uU,221,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/47cbdc74-a078-4f2a-b18a-2059645412a5/976865017.png
71678,Kleber,forward,1993-10-31,183.0,17.0,,68,60,71,74,69,79,75,https://youtu.be/W6xuMNGXU34,https://youtu.be/7SUM3cr2S1U,70,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/ab0cf795-8b2c-4dfd-84a2-52ebfa8ffe13/280403858.png
78050,Negão,forward,1995-11-25,170.0,17.0,Wildcard,,,,,,,,,,,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/34a8e8b2-a5c3-4ce8-a04c-c547cf7d4f68/117224944.png
78051,Lucaneta,midfielder,1993-09-05,170.0,17.0,Wildcard,,,,,,,,,,,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/b92bd77a-8a3d-4b72-be3b-90a84818af59/850520354.png
79959,Chiclete,midfielder,1992-09-17,175.0,17.0,,,,,,,,,,,,167,Capim FC,https://kingsleague-cdn.kama.football/account/production/player/3f92bbfb-d16f-4d78-bdc5-7771c420fb4e/106712578.png
68012,Marcelinho Junior,forward,1996-08-03,178.0,17.0,,71,74,73,69,70,74,78,https://youtu.be/gPmmx78lJmA,https://youtu.be/urLJH1dsy44,7,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/3a5da2b5-2558-42be-a703-78e0fea37437/225688278.png
68307,Luisinho Barreiros,midfielder,1999-12-19,180.0,17.0,,64,57,67,77,67,71,68,https://youtu.be/gPmmx78lJmA,https://youtu.be/neEMQfL1epc,15,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/7a5c74e3-4dce-4b7e-b4c4-e6eb6ebc47f3/190672288.png
68339,João Pedro,goalkeeper,2001-02-22,195.0,17.0,,77,,85,,,,,https://youtu.be/a1O7No9x1H0,https://youtu.be/M5v-_71UryI,317,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/51f2a9b8-db25-4dba-bda3-77aa54061152/481489352.png
69066,Vitão,goalkeeper,1995-07-03,185.0,17.0,,80,,83,,,,,https://youtu.be/a1O7No9x1H0,https://youtu.be/NZZ5DoyMKqs,314,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/4c8e0e30-b16a-4a39-996d-74889492c561/98116471.png
70614,Lucas Donadi,defender,1998-03-12,180.0,17.0,,69,60,73,83,79,79,65,https://youtu.be/a1O7No9x1H0,https://youtu.be/0GTWUsr03fw,169,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/867749af-fd6d-49dc-bd0e-2b787019ebbc/946623840.png
71458,Fernando da Silva,midfielder,1993-05-07,180.0,17.0,,70,63,66,70,58,72,65,https://youtu.be/cgnA5pkU_IM,https://youtu.be/vJa2mNKZmAU,77,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/9f7b17af-b39c-495f-a0a9-c0032a4df455/420447607.png
71515,Gabriel Thor,forward,1992-06-23,183.0,17.0,,86,78,79,68,75,85,83,https://youtu.be/cgnA5pkU_IM,https://youtu.be/lo7YSQ0fafw,218,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/ff00e14d-d3d1-42b7-bcc1-964fd12be8ff/332824707.png
71680,Gui Bernardinello,defender,1992-07-21,186.0,17.0,,67,70,72,79,75,73,66,https://youtu.be/W6xuMNGXU34,https://youtu.be/hhiyBKSpfd8,217,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/a7d563c1-638e-49e4-9b7b-7f644f9363fc/814950318.png
71687,Gustavinho,forward,2004-12-08,167.0,17.0,,80,76,80,76,77,86,84,https://youtu.be/W6xuMNGXU34,https://youtu.be/mVn_F0qr9uw,74,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/5cb73059-b039-4dbf-80c1-a756018c9163/486907895.png
78043,Jonatas Batman,midfielder,1996-10-05,170.0,17.0,Wildcard,,,,,,,,,,,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/a2ee5a4c-904d-48af-80ef-86ae66b068ca/345067320.png
78044,Caio Miranda,forward,1996-02-10,170.0,17.0,Wildcard,,,,,,,,,,,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/e430517a-b952-44b4-aad1-89419cce2818/254067665.png
78047,Victor Bolt,midfielder,1987-09-14,170.0,17.0,Wildcard,,,,,,,,,,,168,Desimpedidos Goti,https://kingsleague-cdn.kama.football/account/production/player/c7dbcf1c-d075-44ad-8ce9-6d4727a2a0b5/115168046.png
